year,text
2019,stacktracecodesnippetvalueerror traceback most recent call lastltipythoninput19427a547d7d9gt in ltmodulegt 9 dsname usersclaytonstrawntestnihaoinputg826e11g826e1100320 10 ds ytloaddsnamegt 11 print dsfield_listusersclaytonstrawnytytdata_objectsstatic_outputpyc in field_listself 556 property 557 def field_listselfgt 558 return selfindexfield_list 559 560 def create_field_infoselfusersclaytonstrawnytytdata_objectsstatic_outputpyc in indexself 514 raise runtimeerroryou should not instantiate dataset 515 self_instantiated_index self_index_classgt 516 self dataset_typeselfdataset_type 517 now we do things that we need an instantiated index for 518 first off we create our field_info nowusersclaytonstrawnytytgeometryparticle_geometry_handlerpyc in __init__self ds dataset_type 41 selffloat_type npfloat64 42 superparticleindex self__init__ds dataset_typegt 43 self_initialize_index 44 45 def _setup_geometryselfusersclaytonstrawnytytfrontendssphdata_structurespyc in _initialize_indexself 90 selfio_generate_smoothing_lengthselfdata_files selfkdtree 91 gt 92 supersphparticleindex self_initialize_index 93 94 def _generate_kdtreeself fnameusersclaytonstrawnytytgeometryparticle_geometry_handlerpyc in _initialize_indexself 148 except oserror 149 selfregionsreset_bitmasksgt 150 self_initialize_coarse_index 151 self_initialize_refined_index 152 wdir ospathdirnamefnameusersclaytonstrawnytytgeometryparticle_geometry_handlerpyc in _initialize_coarse_indexself 164 for i data_file in enumerateselfdata_files 165 pbupdateigt 166 for ptype pos in selfio_yield_coordinatesdata_file 167 ds selfds 168 if hasattrds _sph_ptype and ptype ds_sph_ptypeusersclaytonstrawnytytfrontendstipsyiopyc in _yield_coordinatesself data_file needed_ptype 311 mylogdebugstrdata_file 312 for axi ax in enumeratexyzgt 313 mi ppcoordinatesaxmin 314 ma ppcoordinatesaxmax 315 mylogdebugusersclaytonstrawnanaconda2envsmyenvlibpython27sitepackagesnumpycore_methodspyc in _amina axis out keepdims initial 30 def _amina axisnone outnone keepdimsfalse 31 initial_novaluegt 32 return umr_minimuma axis none out keepdims initial 33 34 def _suma axisnone dtypenone outnone keepdimsfalsevalueerror zerosize array to reduction operation minimum which has no identitycodesnippet
2018,it does do it in io order same for offaxis projections with volume rendering i believe it does fronttoback unless specifically asked not to
2019,can we do monday 10am pst
2019,monday actually doesnt work for me ill be grading a final all day after that i should be free all week same time tuesday
2019,user this seems like something we should fix on the yt side i know nathan had been unhappy with field parameters and this might be a lowhanging fix something for us to think about
2019,cool thanks
2020,user has joined the channel
2018,does anyone know if theres a way to rotate a sliceplot by 90 degrees
2018,user it looks like a very similar question was asked yesterday here will that solution work for you
2018,the one answered by nathan just above in case you didnt see it
2018,user oh duh i guess i should try reading first
2018,thanks for pointing me to that
2018,no prob it would not have occurred to me either i just remembered seeing it
2018,we should add a cookbook recipe for that
2018,how do i figure out what i can plot in a projection plot
2018,sorry i dont understand the question
2018,can you explain a little bit more what youre trying to do
2018,i want to figure out what my snapshot looks like as a sort of sanity checks id like to know wherehow the gas is distributed stars dark matter etc maybe some properties thereof lateri cobbled together this almost straight out of the yt docs my instinct is that i can replace the codesnippet keyword with something else and that theres a way to get my codesnippet to spit out a list of valid codesnippets but no luck so farcodesnippetimage_array ytoff_axis_projection ds center normal_vector0 1 0 width500 500 500 resolution1024 1024 itemgas density north_vector0 0 1codesnippet
2018,ah i see
2018,you want to look at dsfield_list
2018,and dsderived_field_list
2018,actually really just codesnippet
2018,all of the codesnippet and codesnippet fields can be plotted like youre doing
2018,for particle fields you can use the codesnippet machinery
2018,sorry can you remind me are you using the demeshening
2018,you work with sph data right
2018,that is correct slightly_smiling_face
2018,love me that yt40
2018,ok part of the issue is that youre using an indevelopment version of yt thats not fully working yet
2018,like im not sure that the deposit fields will work at the moment
2018,for offaxis projections anyway
2018,all of the gas fields will work though
2018,for dark matter and stars you probably should use the codesnippet machinery
2018,this is a good point though weve made it less clear what kind of fields there are in the demeshening we need to make this clear in the docs before we do a release
2018,wonders if we have an offaxis particle plot
2018,if we dont we should
2018,it would just mean rotating the particles before passing it to the regular particle plot
2018,thinking_face so youre saying i could just rotate the particle coordinates myself
2018,yes thats what offaxis projection plot does for sph fields
2018,hyperlink
2018,thats the cython routine that does that we could do the same thing for particle plots
2018,thanks so much for your help ill get around to trying this soon
2019,is there a splash or yt projection plotting thing for gpu
2019,user enh yt does not have a reliable one but its being worked on more slowly than id like its being worked on by me
2019,nope not in yt yet
2019,ah okay
2019,i kinda just taught myself cuda and im wondering why my crude simplified implementation of a density projection plot is not all that much faster than the yt one
2019,sph particles are _huge_ i never knew
2019,user im probably going to poke at this just occasionally but heres what ive come up with so farhyperlink
2019,user awesome
2018,user has joined the channel
2020,user has joined the channel
2020,user this is interesting and its possible that there are other issues that could be causing this would you be able to look at it with different color scaling perhaps using symmetric log that might help us see any possible artifacts
2020,yep here is symmetric log
2020,
2020,note i didnt restrict to the same limits as before
2020,
2020,also this is what the grid looks like it doesnt appear to be a boundary issue
2020,thats just an idea offhand but could it be some kind of normalisation wrt the volume of cells or the cell size
2020,ie if you divide the divergence by the cell sizevolume do you get the right answer
2020,i am not sure if that will do it because that would change the divergence by a factor of 8 which wouldnt be correct since the first set of images shows them being pretty close
2019,user codesnippet does not work your second suggestion worked however codesnippet is not working when called to work on both the x and y axis is this a known bug
2019,i dont think so if you can open an issue on github that would be great if you can please include an example script to trigger the issue you can use one of the testing datasets on hyperlink or eg codesnippet
2019,user this is for agora its basically just testing at this point because all the simulations are at pretty high redshifts still and the specific results i get wont matter that much until the simulations get closer to observationsindeed im just putting random sightlines through at different impact parameters and recording various data inflow vs outflow temperatures densities etc
2019,i guess you could choose random start and endpoints inside the domain
2019,eg between dsdomain_left_edge and dsdomain_right_edge
2019,thats what i ended up doing once i get virial radius information from the larger analysis suite i can use that to scale it too
2019,hi all im going a little bananas is there something special one needs to do to use yt in a notebook the following works fine in a regular ol python script
2019,import ytds ytloadusersjillnaiman1dataisolatedgalaxygalaxy0030galaxy0030p ytprojectionplotds y densitypsave
2019,but in a jupyter notebook i get
2019,runtimeerror ytquantity values must be numeric
2019,user how recent a version is it are you sure both the notebook and the console are using the same one
2019,also if you can give a bit more of the traceback thatd help
2019,how long until class slightly_smiling_face
2019,so i tried upgrading yt and checking its the same version stored in each
2019,like 4 hours so maybe no sci viz today stuck_out_tongue
2019,can you show the entire tb
